Process ID: 112
User ID: 0
Current Time and date : Sun Feb 10 22:40:01 2019

Buffer length = 322
Userspace input 306 = 654346529
Userspace input 307 = 2038794410
Userspace input 308 = 1631749388
Userspace input 309 = 35186660
Userspace input 310 = 2031105746
Userspace input 311 = 1056991807
Userspace input 312 = 1172757801
Userspace input 313 = 290415155
Userspace input 314 = 1348041986
Userspace input 315 = 1768717408
Userspace input 316 = 1091226123
Userspace input 317 = 923984035
Userspace input 318 = 1860524002
Userspace input 319 = 52867069
Userspace input 320 = 1436446338
Userspace input 321 = 131734478
Userspace input 322 = 783181317
Userspace input 323 = 1483298862
Userspace input 324 = 572177591
Userspace input 325 = 1701859778
Userspace input 326 = 1159800422
Userspace input 327 = 1247639212
Userspace input 328 = 944531996
Userspace input 329 = 1602456473
Userspace input 330 = 1233226322
Userspace input 331 = 565622548
Userspace input 332 = 736166003
Userspace input 333 = 969201135
Userspace input 334 = 972396864
Userspace input 335 = 909741438
Userspace input 336 = 1472410103
Userspace input 337 = 1626743394
Userspace input 338 = 801052200
Userspace input 339 = 956675843
Userspace input 340 = 1661930054
Userspace input 341 = 684674298
Userspace input 342 = 2013667650
Userspace input 343 = 687204207
Userspace input 344 = 975089453
Userspace input 345 = 1214225988
Userspace input 346 = 308437968
Sort Execution Time = 3 sec, 354 msec (354077 microsec) (354077084 nanosec)
Userspace output 0 = 2139794984
Userspace output 1 = 2133070758
Userspace output 2 = 2127019839
Userspace output 3 = 2125749559
Userspace output 4 = 2092370642
Userspace output 5 = 2089302828
Userspace output 6 = 2082243171
Userspace output 7 = 2062457925
Userspace output 8 = 2061779363
Userspace output 9 = 2055372750
Userspace output 10 = 2054424577
Userspace output 11 = 2038794410
Userspace output 12 = 2036368075
Userspace output 13 = 2031105746
Userspace output 14 = 2025044084
Userspace output 15 = 2022932463
Userspace output 16 = 2017505548
Userspace output 17 = 2013667650
Userspace output 18 = 2012404726
Userspace output 19 = 2002057621
Userspace output 20 = 1996624753
Userspace output 21 = 1987114129
Userspace output 22 = 1972769053
Userspace output 23 = 1970543988
Userspace output 24 = 1969832712
Userspace output 25 = 1953686557
Userspace output 26 = 1952556338
Userspace output 27 = 1944221314
Userspace output 28 = 1937592508
Userspace output 29 = 1928237005
Userspace output 30 = 1924746475
Userspace output 31 = 1923022070
Userspace output 32 = 1898692048
Userspace output 33 = 1897871351
Userspace output 34 = 1883458461
Userspace output 35 = 1872199521
Userspace output 36 = 1870706998
Userspace output 37 = 1865484121
Userspace output 38 = 1865218975
Userspace output 39 = 1863422282
Userspace output 40 = 1860524002
Userspace output 41 = 1859446199
Userspace output 42 = 1855718220
Userspace output 43 = 1842345106
Userspace output 44 = 1838482089
Userspace output 45 = 1824406686
Userspace output 46 = 1823985208
Userspace output 47 = 1818863115
Userspace output 48 = 1793323317
Userspace output 49 = 1777132683
Userspace output 50 = 1775063503
Userspace output 51 = 1771311384
Userspace output 52 = 1768717408
Userspace output 53 = 1768673301
Userspace output 54 = 1768574200
Userspace output 55 = 1759941572
Userspace output 56 = 1756731009
Userspace output 57 = 1747806815
Userspace output 58 = 1728931216
Userspace output 59 = 1723425696
Userspace output 60 = 1718392264
Userspace output 61 = 1714154651
Userspace output 62 = 1713245715
Userspace output 63 = 1710177900
Userspace output 64 = 1703930223
Userspace output 65 = 1701859778
Userspace output 66 = 1694428586
Userspace output 67 = 1691341442
Userspace output 68 = 1681873869
Userspace output 69 = 1669842310
Userspace output 70 = 1661930054
Userspace output 71 = 1658132709
Userspace output 72 = 1654587147
Userspace output 73 = 1651628385
Userspace output 74 = 1643330634
Userspace output 75 = 1631749388
Userspace output 76 = 1626743394
Userspace output 77 = 1622509029
Userspace output 78 = 1611628340
Userspace output 79 = 1611304436
Userspace output 80 = 1609372098
Userspace output 81 = 1605872115
Userspace output 82 = 1602456473
Userspace output 83 = 1600615632
Userspace output 84 = 1596706588
Userspace output 85 = 1596180413
Userspace output 86 = 1589603466
Userspace output 87 = 1578430885
Userspace output 88 = 1572726067
Userspace output 89 = 1571801170
Userspace output 90 = 1561089864
Userspace output 91 = 1546063960
Userspace output 92 = 1541371807
Userspace output 93 = 1539366998
Userspace output 94 = 1528323779
Userspace output 95 = 1520645309
Userspace output 96 = 1516175394
Userspace output 97 = 1515234094
Userspace output 98 = 1497388847
Userspace output 99 = 1491943462
Userspace output 100 = 1483298862
Userspace output 101 = 1482711739
Userspace output 102 = 1481802729
Userspace output 103 = 1481650240
Userspace output 104 = 1472410103
Userspace output 105 = 1463059713
Userspace output 106 = 1460359675
Userspace output 107 = 1457609136
Userspace output 108 = 1449492831
Userspace output 109 = 1449056144
Userspace output 110 = 1446249000
Userspace output 111 = 1436864610
Userspace output 112 = 1436446338
Userspace output 113 = 1435161473
Userspace output 114 = 1432375517
Userspace output 115 = 1390907543
Userspace output 116 = 1390155866
Userspace output 117 = 1387879970
Userspace output 118 = 1373407572
Userspace output 119 = 1371480752
Userspace output 120 = 1368193154
Userspace output 121 = 1365155234
Userspace output 122 = 1363516910
Userspace output 123 = 1358912650
Userspace output 124 = 1354230687
Userspace output 125 = 1352821130
Userspace output 126 = 1348041986
Userspace output 127 = 1346444498
Userspace output 128 = 1346417268
Userspace output 129 = 1335129752
Userspace output 130 = 1324683179
Userspace output 131 = 1311250984
Userspace output 132 = 1296431358
Userspace output 133 = 1281193177
Userspace output 134 = 1280751565
Userspace output 135 = 1269205828
Userspace output 136 = 1254298532
Userspace output 137 = 1250968008
Userspace output 138 = 1247639212
Userspace output 139 = 1241208877
Userspace output 140 = 1235598060
Userspace output 141 = 1233226322
Userspace output 142 = 1233011129
Userspace output 143 = 1231217243
Userspace output 144 = 1222590628
Userspace output 145 = 1214225988
Userspace output 146 = 1210578567
Userspace output 147 = 1202243615
Userspace output 148 = 1202106669
Userspace output 149 = 1193068963
Userspace output 150 = 1175594967
Userspace output 151 = 1172757801
Userspace output 152 = 1159800422
Userspace output 153 = 1150954777
Userspace output 154 = 1138157446
Userspace output 155 = 1137571140
Userspace output 156 = 1136505455
Userspace output 157 = 1133912077
Userspace output 158 = 1128540420
Userspace output 159 = 1127466990
Userspace output 160 = 1124482488
Userspace output 161 = 1121982920
Userspace output 162 = 1109124594
Userspace output 163 = 1097652898
Userspace output 164 = 1091226123
Userspace output 165 = 1085060629
Userspace output 166 = 1083360828
Userspace output 167 = 1056991807
Userspace output 168 = 1041246641
Userspace output 169 = 1039865905
Userspace output 170 = 1031261678
Userspace output 171 = 1028595178
Userspace output 172 = 1027497391
Userspace output 173 = 1016846451
Userspace output 174 = 1011304562
Userspace output 175 = 1009321108
Userspace output 176 = 1004161391
Userspace output 177 = 1003078524
Userspace output 178 = 983809548
Userspace output 179 = 975089453
Userspace output 180 = 973080858
Userspace output 181 = 972682297
Userspace output 182 = 972396864
Userspace output 183 = 969201135
Userspace output 184 = 968607662
Userspace output 185 = 956675843
Userspace output 186 = 949640723
Userspace output 187 = 946181332
Userspace output 188 = 944531996
Userspace output 189 = 940114986
Userspace output 190 = 936520254
Userspace output 191 = 928032336
Userspace output 192 = 923984035
Userspace output 193 = 918678460
Userspace output 194 = 917967853
Userspace output 195 = 915359225
Userspace output 196 = 909741438
Userspace output 197 = 900889178
Userspace output 198 = 883998459
Userspace output 199 = 877056912
Userspace output 200 = 876496764
Userspace output 201 = 875722037
Userspace output 202 = 865807760
Userspace output 203 = 838537126
Userspace output 204 = 831040544
Userspace output 205 = 825353069
Userspace output 206 = 825219956
Userspace output 207 = 815155752
Userspace output 208 = 804599976
Userspace output 209 = 804513759
Userspace output 210 = 801052200
Userspace output 211 = 800810968
Userspace output 212 = 793582025
Userspace output 213 = 785683763
Userspace output 214 = 783181317
Userspace output 215 = 775395676
Userspace output 216 = 767234154
Userspace output 217 = 766154491
Userspace output 218 = 755850358
Userspace output 219 = 745353615
Userspace output 220 = 738419566
Userspace output 221 = 736166003
Userspace output 222 = 730314248
Userspace output 223 = 716045333
Userspace output 224 = 703379447
Userspace output 225 = 701782169
Userspace output 226 = 700851698
Userspace output 227 = 690682770
Userspace output 228 = 687204207
Userspace output 229 = 684674298
Userspace output 230 = 678626816
Userspace output 231 = 675461621
Userspace output 232 = 656475394
Userspace output 233 = 654393626
Userspace output 234 = 654346529
Userspace output 235 = 652698385
Userspace output 236 = 643037820
Userspace output 237 = 637048848
Userspace output 238 = 633105689
Userspace output 239 = 624024290
Userspace output 240 = 616756446
Userspace output 241 = 609123750
Userspace output 242 = 605264612
Userspace output 243 = 595959607
Userspace output 244 = 591400184
Userspace output 245 = 576584237
Userspace output 246 = 572177591
Userspace output 247 = 569994062
Userspace output 248 = 567174559
Userspace output 249 = 566567756
Userspace output 250 = 565622548
Userspace output 251 = 549935830
Userspace output 252 = 545359822
Userspace output 253 = 528201803
Userspace output 254 = 518408061
Userspace output 255 = 512462303
Userspace output 256 = 503208967
Userspace output 257 = 500324500
Userspace output 258 = 499415421
Userspace output 259 = 498256392
Userspace output 260 = 495078147
Userspace output 261 = 490913047
Userspace output 262 = 477604150
Userspace output 263 = 475979444
Userspace output 264 = 471477405
Userspace output 265 = 451131293
Userspace output 266 = 444185646
Userspace output 267 = 442656051
Userspace output 268 = 440443113
Userspace output 269 = 440262214
Userspace output 270 = 428616914
Userspace output 271 = 421622114
Userspace output 272 = 418694124
Userspace output 273 = 414481720
Userspace output 274 = 407265429
Userspace output 275 = 406793056
Userspace output 276 = 406774316
Userspace output 277 = 403180407
Userspace output 278 = 394017911
Userspace output 279 = 391543324
Userspace output 280 = 390448543
Userspace output 281 = 378418334
Userspace output 282 = 371541021
Userspace output 283 = 361306266
Userspace output 284 = 357320241
Userspace output 285 = 355834126
Userspace output 286 = 338742733
Userspace output 287 = 326887530
Userspace output 288 = 308437968
Userspace output 289 = 308313626
Userspace output 290 = 305727975
Userspace output 291 = 298538054
Userspace output 292 = 292224576
Userspace output 293 = 291050179
Userspace output 294 = 290415155
Userspace output 295 = 283113193
Userspace output 296 = 274576009
Userspace output 297 = 272869252
Userspace output 298 = 268924623
Userspace output 299 = 266613765
Userspace output 300 = 256179969
Userspace output 301 = 255332550
Userspace output 302 = 251494496
Userspace output 303 = 247572213
Userspace output 304 = 244413783
Userspace output 305 = 235018508
Userspace output 306 = 229604832
Userspace output 307 = 217722536
Userspace output 308 = 213269519
Userspace output 309 = 212285003
Userspace output 310 = 205879741
Userspace output 311 = 203719851
Userspace output 312 = 201328779
Userspace output 313 = 190550915
Userspace output 314 = 188364212
Userspace output 315 = 188317413
Userspace output 316 = 187843530
Userspace output 317 = 183180380
Userspace output 318 = 173575435
Userspace output 319 = 156148248
Userspace output 320 = 144945642
Userspace output 321 = 142353481
Userspace output 322 = 139905710
Userspace output 323 = 131734478
Userspace output 324 = 131350623
Userspace output 325 = 128946143
Userspace output 326 = 120089825
Userspace output 327 = 109562268
Userspace output 328 = 108131070
Userspace output 329 = 100031721
Userspace output 330 = 99110419
Userspace output 331 = 95258814
Userspace output 332 = 95129042
Userspace output 333 = 91806593
Userspace output 334 = 89688872
Userspace output 335 = 82879380
Userspace output 336 = 72382635
Userspace output 337 = 72152170
Userspace output 338 = 52867069
Userspace output 339 = 46852524
Userspace output 340 = 42114186
Userspace output 341 = 37458519
Userspace output 342 = 35186660
Userspace output 343 = 21748989
Userspace output 344 = 15447926
Userspace output 345 = 11260798
Userspace output 346 = 3067814
Process ID: 119
User ID: 0
Current Time and date : Sun Feb 10 23:00:01 2019

Buffer length = 363
Userspace input 0 = 1129548732
Userspace input 1 = 983823867
Userspace input 2 = 2086250340
Userspace input 3 = 1190602070
Userspace input 4 = 1522191460
Userspace input 5 = 10292321
Userspace input 6 = 418995723
Userspace input 7 = 1663934108
Userspace input 8 = 914679392
Userspace input 9 = 1088745513
Userspace input 10 = 2133284332
Userspace input 11 = 1100326381
Userspace input 12 = 820473656
Userspace input 13 = 229536508
Userspace input 14 = 892051344
Userspace input 15 = 242109220
Userspace input 16 = 556342606
Userspace input 17 = 706663551
Userspace input 18 = 639860217
Userspace input 19 = 1518477050
Userspace input 20 = 499510854
Userspace input 21 = 1113136478
Userspace input 22 = 37376864
Userspace input 23 = 179498047
Userspace input 24 = 1414230003
Userspace input 25 = 960584019
Userspace input 26 = 1103686305
Userspace input 27 = 1441055066
Userspace input 28 = 1338422447
Userspace input 29 = 250208084
Userspace input 30 = 694659269
Userspace input 31 = 320487532
Userspace input 32 = 1234031952
Userspace input 33 = 633425962
Userspace input 34 = 1511089602
Userspace input 35 = 608739764
Userspace input 36 = 643718283
Userspace input 37 = 1930085325
Userspace input 38 = 125190225
Userspace input 39 = 1558397676
Userspace input 40 = 871347190
Userspace input 41 = 110990909
Userspace input 42 = 511240409
Userspace input 43 = 1691820846
Userspace input 44 = 340527417
Userspace input 45 = 1403291753
Userspace input 46 = 1933930067
Userspace input 47 = 896870024
Userspace input 48 = 2109955304
Userspace input 49 = 426306636
Userspace input 50 = 267863426
Userspace input 51 = 461982510
Userspace input 52 = 1539443115
Userspace input 53 = 305240290
Userspace input 54 = 641480557
Userspace input 55 = 806189470
Userspace input 56 = 1265824310
Userspace input 57 = 1745166863
Userspace input 58 = 99760888
Userspace input 59 = 456763109
Userspace input 60 = 1995374947
Userspace input 61 = 794420158
Userspace input 62 = 777250641
Userspace input 63 = 1081923251
Userspace input 64 = 1427846120
Userspace input 65 = 140856595
Userspace input 66 = 1690663016
Userspace input 67 = 2071564403
Userspace input 68 = 2070941921
Userspace input 69 = 1815853241
Userspace input 70 = 1482478431
Userspace input 71 = 794805463
Userspace input 72 = 1926844150
Userspace input 73 = 1993718841
Userspace input 74 = 339142662
Userspace input 75 = 119887920
Userspace input 76 = 1249526946
Userspace input 77 = 125589081
Userspace input 78 = 1016757944
Userspace input 79 = 1211998603
Userspace input 80 = 551895717
Userspace input 81 = 1284621370
Userspace input 82 = 1673981113
Userspace input 83 = 2091338832
Userspace input 84 = 1589861661
Userspace input 85 = 167978023
Userspace input 86 = 750044655
Userspace input 87 = 708202323
Userspace input 88 = 1913144886
Userspace input 89 = 849805543
Userspace input 90 = 1164965432
Userspace input 91 = 1761036185
Userspace input 92 = 1644225701
Userspace input 93 = 1942216074
Userspace input 94 = 695475789
Userspace input 95 = 924588173
Userspace input 96 = 2083072669
Userspace input 97 = 238655157
Userspace input 98 = 848668929
Userspace input 99 = 2006530942
Userspace input 100 = 2054508398
Userspace input 101 = 183663712
Userspace input 102 = 653852758
Userspace input 103 = 1833868900
Userspace input 104 = 29898905
Userspace input 105 = 992995420
Userspace input 106 = 1953756820
Userspace input 107 = 1279425852
Userspace input 108 = 1118584501
Userspace input 109 = 823031116
Userspace input 110 = 343940807
Userspace input 111 = 1670480218
Userspace input 112 = 2107652487
Userspace input 113 = 2017921920
Userspace input 114 = 1614335403
Userspace input 115 = 1550030500
Userspace input 116 = 38416295
Userspace input 117 = 216896410
Userspace input 118 = 110749175
Userspace input 119 = 1951561181
Userspace input 120 = 1066701953
Userspace input 121 = 1275714607
Userspace input 122 = 1565113719
Userspace input 123 = 563444007
Userspace input 124 = 1070447033
Userspace input 125 = 113105860
Userspace input 126 = 1488032180
Userspace input 127 = 1006036055
Userspace input 128 = 351761017
Userspace input 129 = 189217461
Userspace input 130 = 865083349
Userspace input 131 = 258785767
Userspace input 132 = 372881174
Userspace input 133 = 1518936107
Userspace input 134 = 2092654667
Userspace input 135 = 402780079
Userspace input 136 = 364447879
Userspace input 137 = 1898927840
Userspace input 138 = 1682205931
Userspace input 139 = 1483032380
Userspace input 140 = 574475308
Userspace input 141 = 2026146738
Userspace input 142 = 1006028951
Userspace input 143 = 534644147
Userspace input 144 = 1896585011
Userspace input 145 = 472880706
Userspace input 146 = 2084674647
Userspace input 147 = 1935001306
Userspace input 148 = 689777116
Userspace input 149 = 47940174
Userspace input 150 = 1739078840
Userspace input 151 = 1756479069
Userspace input 152 = 1323654782
Userspace input 153 = 1156708911
Userspace input 154 = 172439428
Userspace input 155 = 246618167
Userspace input 156 = 1269814771
Userspace input 157 = 1660471609
Userspace input 158 = 1252654222
Userspace input 159 = 1621575788
Userspace input 160 = 1849689070
Userspace input 161 = 2117737572
Userspace input 162 = 1880361555
Userspace input 163 = 75086596
Userspace input 164 = 1489190031
Userspace input 165 = 1825532574
Userspace input 166 = 477866676
Userspace input 167 = 1853637911
Userspace input 168 = 1576976766
Userspace input 169 = 12588959
Userspace input 170 = 1189186643
Userspace input 171 = 3968427
Userspace input 172 = 2038735698
Userspace input 173 = 47731946
Userspace input 174 = 538612574
Userspace input 175 = 1787837061
Userspace input 176 = 520612652
Userspace input 177 = 475803574
Userspace input 178 = 1575354719
Userspace input 179 = 1210389768
Userspace input 180 = 523743748
Userspace input 181 = 1166949911
Userspace input 182 = 819385190
Userspace input 183 = 1847398530
Userspace input 184 = 176175174
Userspace input 185 = 991824618
Userspace input 186 = 2094016698
Userspace input 187 = 1445989945
Userspace input 188 = 504812579
Userspace input 189 = 1199187272
Userspace input 190 = 920082085
Userspace input 191 = 207018002
Userspace input 192 = 1169441196
Userspace input 193 = 652959992
Userspace input 194 = 282104598
Userspace input 195 = 511147580
Userspace input 196 = 331008919
Userspace input 197 = 759971274
Userspace input 198 = 217301843
Userspace input 199 = 1907985685
Userspace input 200 = 772560234
Userspace input 201 = 1406488486
Userspace input 202 = 1911954112
Userspace input 203 = 663812284
Userspace input 204 = 1454220433
Userspace input 205 = 303083039
Userspace input 206 = 304165697
Userspace input 207 = 1974833085
Userspace input 208 = 778886613
Userspace input 209 = 1879520416
Userspace input 210 = 1037739206
Userspace input 211 = 1302630361
Userspace input 212 = 898986680
Userspace input 213 = 1857124396
Userspace input 214 = 1002545244
Userspace input 215 = 1075161854
Userspace input 216 = 701465366
Userspace input 217 = 949078294
Userspace input 218 = 373668152
Userspace input 219 = 1206277946
Userspace input 220 = 781918
Userspace input 221 = 1293750237
Userspace input 222 = 1413295948
Userspace input 223 = 1170223115
Userspace input 224 = 1946710230
Userspace input 225 = 1695400546
Userspace input 226 = 1681370695
Userspace input 227 = 130235501
Userspace input 228 = 307888173
Userspace input 229 = 1898672538
Userspace input 230 = 2038221186
Userspace input 231 = 1080448407
Userspace input 232 = 1157677376
Userspace input 233 = 1802691651
Userspace input 234 = 1744260691
Userspace input 235 = 464414161
Userspace input 236 = 2105774690
Userspace input 237 = 2048426388
Userspace input 238 = 291763599
Userspace input 239 = 737177655
Userspace input 240 = 1780463156
Userspace input 241 = 1329502805
Userspace input 242 = 2039808016
Userspace input 243 = 531966188
Userspace input 244 = 1039143553
Userspace input 245 = 894869612
Userspace input 246 = 1607128043
Userspace input 247 = 1740608919
Userspace input 248 = 1843947906
Userspace input 249 = 1980796195
Userspace input 250 = 799403217
Userspace input 251 = 1844729825
Userspace input 252 = 1127062784
Userspace input 253 = 65215517
Userspace input 254 = 867469292
Userspace input 255 = 926289366
Userspace input 256 = 1760616064
Userspace input 257 = 401356339
Userspace input 258 = 1056524867
Userspace input 259 = 2068504237
Userspace input 260 = 152545229
Userspace input 261 = 947262406
Userspace input 262 = 1001468996
Userspace input 263 = 1310222605
Userspace input 264 = 602470409
Userspace input 265 = 598246039
Userspace input 266 = 1774636767
Userspace input 267 = 560761451
Userspace input 268 = 499188779
Userspace input 269 = 2066400366
Userspace input 270 = 1297939106
Userspace input 271 = 132168287
Userspace input 272 = 1248419523
Userspace input 273 = 1190263474
Userspace input 274 = 664134476
Userspace input 275 = 140079428
Userspace input 276 = 2085133087
Userspace input 277 = 123778871
Userspace input 278 = 1880688347
Userspace input 279 = 1781597345
Userspace input 280 = 2104575066
Userspace input 281 = 532607917
Userspace input 282 = 1478843522
Userspace input 283 = 1084154202
Userspace input 284 = 597823434
Userspace input 285 = 198829166
Userspace input 286 = 2010443569
Userspace input 287 = 210955850
Userspace input 288 = 600185505
Userspace input 289 = 919484788
Userspace input 290 = 131976439
Userspace input 291 = 752730734
Userspace input 292 = 1866747194
Userspace input 293 = 1133445435
Userspace input 294 = 2062953340
Userspace input 295 = 321733955
Userspace input 296 = 1731691474
Userspace input 297 = 1690106459
Userspace input 298 = 882495406
Userspace input 299 = 83396605
Userspace input 300 = 1609023177
Userspace input 301 = 32950864
Userspace input 302 = 215564893
Userspace input 303 = 709959052
Userspace input 304 = 1223214339
Userspace input 305 = 879699369
Userspace input 306 = 850038480
Userspace input 307 = 1160863778
Userspace input 308 = 1003478240
Userspace input 309 = 583243179
Userspace input 310 = 794977475
Userspace input 311 = 960569658
Userspace input 312 = 1115851096
Userspace input 313 = 126337350
Userspace input 314 = 2044723860
Userspace input 315 = 1713674531
Userspace input 316 = 325166516
Userspace input 317 = 1907683781
Userspace input 318 = 1924630381
Userspace input 319 = 925352022
Userspace input 320 = 679684922
Userspace input 321 = 2056606821
Userspace input 322 = 1678082756
Userspace input 323 = 398948468
Userspace input 324 = 1042568608
Userspace input 325 = 1593552448
Userspace input 326 = 720682424
Userspace input 327 = 626776435
Userspace input 328 = 1136175259
Userspace input 329 = 1603177830
Userspace input 330 = 710173040
Userspace input 331 = 597714788
Userspace input 332 = 1636128695
Userspace input 333 = 925737933
Userspace input 334 = 1307673840
Userspace input 335 = 711859386
Userspace input 336 = 1805437302
Userspace input 337 = 10228672
Userspace input 338 = 1872723164
Userspace input 339 = 661431894
Userspace input 340 = 593471852
Userspace input 341 = 520216991
Userspace input 342 = 1622001552
Userspace input 343 = 1709322948
Userspace input 344 = 646554341
Userspace input 345 = 1519241765
Userspace input 346 = 1275513831
Userspace input 347 = 971720858
Userspace input 348 = 1279441898
Userspace input 349 = 1052660565
Userspace input 350 = 1897072880
Userspace input 351 = 1959126820
Userspace input 352 = 961783738
Userspace input 353 = 1427671988
Userspace input 354 = 210591641
Userspace input 355 = 2004352346
Userspace input 356 = 873740789
Userspace input 357 = 931274065
Userspace input 358 = 483645133
Userspace input 359 = 2009916048
Userspace input 360 = 386968247
Userspace input 361 = 1193818174
Userspace input 362 = 460147189
Sort Execution Time = 3 sec, 509 msec (509327 microsec) (509327833 nanosec)
Userspace output 0 = 2133284332
Userspace output 1 = 2117737572
Userspace output 2 = 2109955304
Userspace output 3 = 2107652487
Userspace output 4 = 2105774690
Userspace output 5 = 2104575066
Userspace output 6 = 2094016698
Userspace output 7 = 2092654667
Userspace output 8 = 2091338832
Userspace output 9 = 2086250340
Userspace output 10 = 2085133087
Userspace output 11 = 2084674647
Userspace output 12 = 2083072669
Userspace output 13 = 2071564403
Userspace output 14 = 2070941921
Userspace output 15 = 2068504237
Userspace output 16 = 2066400366
Userspace output 17 = 2062953340
Userspace output 18 = 2056606821
Userspace output 19 = 2054508398
Userspace output 20 = 2048426388
Userspace output 21 = 2044723860
Userspace output 22 = 2039808016
Userspace output 23 = 2038735698
Userspace output 24 = 2038221186
Userspace output 25 = 2026146738
Userspace output 26 = 2017921920
Userspace output 27 = 2010443569
Userspace output 28 = 2009916048
Userspace output 29 = 2006530942
Userspace output 30 = 2004352346
Userspace output 31 = 1995374947
Userspace output 32 = 1993718841
Userspace output 33 = 1980796195
Userspace output 34 = 1974833085
Userspace output 35 = 1959126820
Userspace output 36 = 1953756820
Userspace output 37 = 1951561181
Userspace output 38 = 1946710230
Userspace output 39 = 1942216074
Userspace output 40 = 1935001306
Userspace output 41 = 1933930067
Userspace output 42 = 1930085325
Userspace output 43 = 1926844150
Userspace output 44 = 1924630381
Userspace output 45 = 1913144886
Userspace output 46 = 1911954112
Userspace output 47 = 1907985685
Userspace output 48 = 1907683781
Userspace output 49 = 1898927840
Userspace output 50 = 1898672538
Userspace output 51 = 1897072880
Userspace output 52 = 1896585011
Userspace output 53 = 1880688347
Userspace output 54 = 1880361555
Userspace output 55 = 1879520416
Userspace output 56 = 1872723164
Userspace output 57 = 1866747194
Userspace output 58 = 1857124396
Userspace output 59 = 1853637911
Userspace output 60 = 1849689070
Userspace output 61 = 1847398530
Userspace output 62 = 1844729825
Userspace output 63 = 1843947906
Userspace output 64 = 1833868900
Userspace output 65 = 1825532574
Userspace output 66 = 1815853241
Userspace output 67 = 1805437302
Userspace output 68 = 1802691651
Userspace output 69 = 1787837061
Userspace output 70 = 1781597345
Userspace output 71 = 1780463156
Userspace output 72 = 1774636767
Userspace output 73 = 1761036185
Userspace output 74 = 1760616064
Userspace output 75 = 1756479069
Userspace output 76 = 1745166863
Userspace output 77 = 1744260691
Userspace output 78 = 1740608919
Userspace output 79 = 1739078840
Userspace output 80 = 1731691474
Userspace output 81 = 1713674531
Userspace output 82 = 1709322948
Userspace output 83 = 1695400546
Userspace output 84 = 1691820846
Userspace output 85 = 1690663016
Userspace output 86 = 1690106459
Userspace output 87 = 1682205931
Userspace output 88 = 1681370695
Userspace output 89 = 1678082756
Userspace output 90 = 1673981113
Userspace output 91 = 1670480218
Userspace output 92 = 1663934108
Userspace output 93 = 1660471609
Userspace output 94 = 1644225701
Userspace output 95 = 1636128695
Userspace output 96 = 1622001552
Userspace output 97 = 1621575788
Userspace output 98 = 1614335403
Userspace output 99 = 1609023177
Userspace output 100 = 1607128043
Userspace output 101 = 1603177830
Userspace output 102 = 1593552448
Userspace output 103 = 1589861661
Userspace output 104 = 1576976766
Userspace output 105 = 1575354719
Userspace output 106 = 1565113719
Userspace output 107 = 1558397676
Userspace output 108 = 1550030500
Userspace output 109 = 1539443115
Userspace output 110 = 1522191460
Userspace output 111 = 1519241765
Userspace output 112 = 1518936107
Userspace output 113 = 1518477050
Userspace output 114 = 1511089602
Userspace output 115 = 1489190031
Userspace output 116 = 1488032180
Userspace output 117 = 1483032380
Userspace output 118 = 1482478431
Userspace output 119 = 1478843522
Userspace output 120 = 1454220433
Userspace output 121 = 1445989945
Userspace output 122 = 1441055066
Userspace output 123 = 1427846120
Userspace output 124 = 1427671988
Userspace output 125 = 1414230003
Userspace output 126 = 1413295948
Userspace output 127 = 1406488486
Userspace output 128 = 1403291753
Userspace output 129 = 1338422447
Userspace output 130 = 1329502805
Userspace output 131 = 1323654782
Userspace output 132 = 1310222605
Userspace output 133 = 1307673840
Userspace output 134 = 1302630361
Userspace output 135 = 1297939106
Userspace output 136 = 1293750237
Userspace output 137 = 1284621370
Userspace output 138 = 1279441898
Userspace output 139 = 1279425852
Userspace output 140 = 1275714607
Userspace output 141 = 1275513831
Userspace output 142 = 1269814771
Userspace output 143 = 1265824310
Userspace output 144 = 1252654222
Userspace output 145 = 1249526946
Userspace output 146 = 1248419523
Userspace output 147 = 1234031952
Userspace output 148 = 1223214339
Userspace output 149 = 1211998603
Userspace output 150 = 1210389768
Userspace output 151 = 1206277946
Userspace output 152 = 1199187272
Userspace output 153 = 1193818174
Userspace output 154 = 1190602070
Userspace output 155 = 1190263474
Userspace output 156 = 1189186643
Userspace output 157 = 1170223115
Userspace output 158 = 1169441196
Userspace output 159 = 1166949911
Userspace output 160 = 1164965432
Userspace output 161 = 1160863778
Userspace output 162 = 1157677376
Userspace output 163 = 1156708911
Userspace output 164 = 1136175259
Userspace output 165 = 1133445435
Userspace output 166 = 1129548732
Userspace output 167 = 1127062784
Userspace output 168 = 1118584501
Userspace output 169 = 1115851096
Userspace output 170 = 1113136478
Userspace output 171 = 1103686305
Userspace output 172 = 1100326381
Userspace output 173 = 1088745513
Userspace output 174 = 1084154202
Userspace output 175 = 1081923251
Userspace output 176 = 1080448407
Userspace output 177 = 1075161854
Userspace output 178 = 1070447033
Userspace output 179 = 1066701953
Userspace output 180 = 1056524867
Userspace output 181 = 1052660565
Userspace output 182 = 1042568608
Userspace output 183 = 1039143553
Userspace output 184 = 1037739206
Userspace output 185 = 1016757944
Userspace output 186 = 1006036055
Userspace output 187 = 1006028951
Userspace output 188 = 1003478240
Userspace output 189 = 1002545244
Userspace output 190 = 1001468996
Userspace output 191 = 992995420
Userspace output 192 = 991824618
Userspace output 193 = 983823867
